Image Name;Original Caption;Generated Caption;BLEU;METEOR;ROGUE;BERTscore Precision;BERTscore Recall;BERTscore F1;SentenceBERT_MRL;SentenceBERT_MPNET
0034.jpg;Vaistai ir pinigai;Pinigai, kalkuliatorius, vaistai ir namų dekoracijos.;0.0;0.56818182;0.44444444;0.8685801;0.89331204;0.88077253;0.48920864;0.56193358
0035.jpg;Nobelio prizas skiriamas labiausiai nusipelniusiems mokslininkams;Nobelio medalis: pagarbos mokslininkams ir literatūrai.;0.0;0.16666667;0.30769231;0.90953577;0.87362349;0.89121795;0.49977481;0.77665371
0036.jpg;Žemė ir skriejantis asteroidas;Žemė pavogta: kosminis katastrofa!;0.0;0.125;0.25;0.88366055;0.88461626;0.88413817;0.23247737;0.69709337
0037.jpg;Žemė ir skriejantis asteroidas;Dėmesio! Didžiojo asteroido grėsė Žemei.;0.0;0.0;0.0;0.89369863;0.87788522;0.88572139;0.47670794;0.85951316
0038.jpg;Palydovas kosmose;Satellites orbiting Earth in the blue sky.;0.0;0.0;0.0;0.85380673;0.82511854;0.83921754;0.33011818;0.64436448
0039.jpg;Blogas kvapas;Pop Art mergina su dūmu.;0.0;0.0;0.0;0.79151201;0.80497032;0.79818445;-0.00077088;0.36151671
0040.jpg;Naujagimius ligoninėje prižiūri seselė;Trolejus su trinkleliais gimtosiomis vaikais.;0.0;0.0;0.0;0.82993221;0.87060726;0.8497833;0.18119302;0.43065733
0041.jpg;Zebras;Juodas ir baltas dryžiams, žvėrys.;0.0;0.0;0.0;0.75482035;0.77197504;0.76330131;0.20082101;0.33740413
0042.jpg;Rankos pirštų nagai;Nervų įtampa: nagų pygmentavimas.;0.0;0.0;0.0;0.85402548;0.85822266;0.85611892;0.21351039;0.72372139
0043.jpg;Daug radioteleskopų;Very Large Array radio telescope.;0.0;0.0;0.0;0.84498501;0.85987973;0.85236734;0.63578248;0.85110945
0044.jpg;Du šernai pievoje;Dvi ožkos žiemą žolėje.;0.0;0.0;0.0;0.84787428;0.80438685;0.8255583;0.19863714;0.56830591
0045.jpg;Pomidorai ir bulvės;Pomidorai ir bulvės – šviežių daržovių pasirinkimas.;0.0;0.86601307;0.61538462;0.88480574;0.93069059;0.90716833;0.52756464;0.87085897
0046.jpg;Du vilkai miške;Gražus vilkas miške.;0.0;0.0;0.44444444;0.85442454;0.87007046;0.8621766;0.65262699;0.80729467
0047.jpg;Vilkas miške prie medžio;Vilkas miške, stovi įspūdingas ir ramus.;0.0;0.11904762;0.42857143;0.87263918;0.88412809;0.87834603;0.3488546;0.78084058
0048.jpg;Rudasis lokys miške;Didelis, įspūdingas miško drambliošalis.;0.0;0.0;0.18181818;0.80507994;0.83754086;0.82098961;0.1644704;0.57136673
0049.jpg;Skrendančių paukščių būrys;Šokantys gandai dangaus viršuje.;0.0;0.0;0.0;0.88300616;0.8481434;0.86522377;0.13768664;0.61907595
0050.jpg;Žmogus miške pjauna grybą;Malkų renkimas miške.;0.0;0.0;0.44444444;0.84694529;0.81019258;0.82816142;0.25982624;0.67188019
0051.jpg;Angis ant kibiro;Štai šuo įdėtas į konteinerį.;0.0;0.0;0.0;0.79397702;0.8060047;0.79994559;0.00565232;0.46712103
0052.jpg;Sužymėtos sraigės;Žieminiai sūrlės su identifikaciniais žymučiais.;0.0;0.0;0.15384615;0.87202507;0.88640189;0.87915474;0.27838498;0.65055054
0053.jpg;Žmogus laužiantis šokoladą;Mėtų šokoladas: saldi ir žali.;0.0;0.0;0.0;0.8513363;0.85059416;0.85096508;0.2622129;0.70324153
0054.jpg;Apgraužti baravykai prie pintinės;Šimšrai grybų, surinktų į vazoną.;0.0;0.0;0.0;0.82237357;0.83567035;0.82896864;0.01422267;0.74842286
0055.jpg;Skaičiuojami pinigai;Pinigai, skaičiuoklė, finansai, euro.;0.0;0.0;0.25;0.81210589;0.83006144;0.8209855;0.55020219;0.70763874
0056.jpg;Seselė skiepiją žmogų;Skiepas: Sveikatos apsauga ir imunizacija.;0.0;0.0;0.0;0.82542241;0.87832201;0.85105097;0.36836714;0.29310304
0057.jpg;Zaporižios atominė elektrinė;Fukušimo atominė elektrinė, Japonija.;0.0;0.16129032;0.44444444;0.91169906;0.91814166;0.91490906;0.59577101;0.73494267
0058.jpg;Lazdyno riešutų sauja;Hazelnuts being held in hands.;0.0;0.0;0.0;0.84447092;0.82600021;0.83513337;0.09396718;0.56759101
0059.jpg;Troleibusas prie troleibusų stotelės;Vilniaus autobusų stotelė su maršrutų informacija.;0.0;0.11904762;0.16666667;0.8617509;0.84731692;0.85447294;0.28678441;0.58231831
0060.jpg;Minia žmonių protestuojančių su ženklais;Latvijos kultūros gynybos protestas.;0.0;0.0;0.0;0.85858732;0.80515528;0.83101332;0.19602832;0.55998629
0061.jpg;Negalią turintys asmenys;Rulkinisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisisis;0.0;0.0;0.0;0.67133743;0.76008999;0.71296221;-0.0189618;0.36586767
0062.jpg;Neapdoroti makaronai esantys restorano terasoje;Švediškas stalas lauko restorane.;0.0;0.0;0.0;0.91093993;0.86788237;0.88889009;0.38123295;0.56212318
0063.jpg;Bendras vaizdas į Žmogaus teisių ir civilizacijų aljanso kambarį;Europos Parlamento posėdis su įspūdingu dangčiu.;0.0;0.0;0.0;0.85052299;0.83537114;0.842879;0.02632454;0.47886914
0064.jpg;Utėlės plaukuose;Švirkščiai plaukų folikulų ant plaukų.;0.0;0.0;0.0;0.84654367;0.88934779;0.86741799;0.55594122;0.84531987
0065.jpg;Moteriai operacinėje atliekama akių operacija;Akies operacija – regėjimo pagerėjimas.;0.0;0.1;0.33333333;0.89137161;0.89579546;0.89357805;0.53672624;0.78276932
0066.jpg;Europos Centrinis Bankas;Europos centras, Frankfurtas, Vokė.;0.0;0.16129032;0.28571429;0.84876341;0.86124617;0.85495919;0.48763737;0.51305103
0067.jpg;Kalifornijos Nacionalinės gvardijos kariai ir jūrų pėstininkai sulaiko demonstrantus;JAV kariškiai atstumia protestuotojus.;0.0;0.0;0.0;0.91575825;0.87985504;0.89744771;0.3100912;0.77295095
0068.jpg;Automobilių servise taisomas automobilis;Automobilių apžiūra dirbtuvėje.;0.0;0.12820513;0.2;0.88396287;0.89422882;0.88906622;0.59693772;0.75518727
0069.jpg;Avižų košė su obuoliais;Apelsinų ir avietių rytų patiekalas.;0.0;0.0;0.0;0.86591876;0.88179618;0.87378532;0.26525378;0.70753402
0070.jpg;Kavos stiklinė;Skrudinto kavos skanūnas, švelnus ir gaivus.;0.0;0.20833333;0.22222222;0.85166174;0.91717887;0.88320696;0.40220511;0.80898154
0071.jpg;Kavos puodelis;Švelnus šokolado aromatas, šilta puodėlyje.;0.0;0.0;0.25;0.82591933;0.86460644;0.8448202;0.30117825;0.69648355
0072.jpg;Keptos perlinės kruopos su grybais;Šviežus grybų ir ryžių patiekalas.;0.0;0.0;0.0;0.90886736;0.89266646;0.90069407;0.2911067;0.78106105
0073.jpg;Elektros stulpai ir kabantys laidai;Elektros stulpai perduoda energiją į šalį.;0.0;0.36764706;0.4;0.90210915;0.87411964;0.88789386;0.3768931;0.81149197
0074.jpg;Pleviasuojanti Japonijos vėliava;Japan flag waving in front of a building.;0.0;0.0;0.0;0.85085905;0.83089906;0.84076053;0.42232776;0.81341636
0075.jpg;Moteris su puodelius susiėmusi už gerklės;Skamba nusivylusi ir jaučianti karščio.;0.0;0.0;0.0;0.85920644;0.8283568;0.84349972;0.15320808;0.4444145
0076.jpg;Moteris susiėmusi už gerklės ir krūtinės;Nujaučianti nemalonų krūtinės skausmą.;0.0;0.0862069;0.35294118;0.88376075;0.85486841;0.86907452;0.29377103;0.57034868
0077.jpg;Moteris su puodelius susiėmusi už gerklės;Nusivilus, negaliantis išvengti ligos.;0.0;0.0;0.0;0.84328496;0.82586157;0.83448231;0.13134369;0.36384127
0078.jpg;Seselė skiepija vaiką;Vaistų dovana: Sveikimas ir apsauga.;0.0;0.0;0.0;0.90102696;0.92601871;0.91335189;0.2328802;0.41704059
0079.jpg;Seselė skiepija vaiką;Imunizacija: Sveikimas ir apsauga nuo ligų.;0.0;0.0;0.0;0.86002243;0.92279971;0.89030582;0.15002717;0.5815562
0080.jpg;Tamponas laikomas rankose;Tinka menstruacijoms, apsaugo nuo kraujo.;0.0;0.0;0.0;0.87035042;0.8694281;0.86988902;0.15502131;0.25622177
0081.jpg;Plaukų slinkimas, plaukų netekimas;Šukuosena iškritinėja – dažna problema.;0.0;0.0;0.0;0.87774503;0.8936677;0.88563478;0.07943553;0.80336607
0082.jpg;Švirkštai ant žemės;Panaudoti stūmokliai palieka pavojų aplinkai.;0.0;0.0;0.0;0.83297938;0.8194434;0.82615596;0.0658853;0.53735906
0083.jpg;Gaminama mačia;Mėtos matcha: tradicinis šiltas gėrimas.;0.0;0.0;0.0;0.83596873;0.84736848;0.84162998;0.11356135;0.63423687
0084.jpg;Moteris žindo kūdikį;Mamos meilė ir maitinimas naujagimiui.;0.0;0.0;0.0;0.86111629;0.84087032;0.85087287;0.12097151;0.76887047
0085.jpg;Besilaukianti moteris laikosi už pilvo; nėščiosios rankos, liūdesio ir laimės.;0.0;0.0;0.0;0.85998362;0.85127342;0.85560638;0.17992023;0.63434941
0086.jpg;Uodas siurbia kraują;Melnė pralinktuje, siekianti maisto šaltinio.;0.0;0.0;0.0;0.80297691;0.82545394;0.81406033;0.01365879;0.72246361
0087.jpg;Automobilis degalinėje;Benzinų įpylimo stotelė, Lietuva.;0.0;0.0;0.0;0.88029128;0.89838284;0.88924509;0.10299674;0.37852135
0088.jpg;Moteris kraunanti elektromobilį;Elektrinis automobilis įkraunamas namuose.;0.0;0.0;0.0;0.87947929;0.89743567;0.88836676;0.32128793;0.61246067
0089.jpg;Eismas draudžiamas;Ribota eismo srove, neįeiti.;0.0;0.0;0.0;0.85943687;0.85441858;0.85692036;0.24172801;0.61660248
0090.jpg;Slenkantys ledynai;Antarktidos ledkalnis susilyja su šaltu vandenynu.;0.0;0.0;0.0;0.84616268;0.86600614;0.85596943;0.31387252;0.779531
0091.jpg;Baltyminiai milteliai;Miesto mitybos: proteinų mišinio įpilimas į konteinerį.;0.0;0.0;0.0;0.84520209;0.88650835;0.86536258;0.24889795;0.52757949
0092.jpg;Spermatozoidai ir kiaušialąstės;Sperma susiduriama su žmogaus ląstelėmis.;0.0;0.0;0.0;0.89046931;0.83441222;0.86152983;0.29114145;0.81304771
0093.jpg;DNR struktūra;Genetinis kodas: DNA struktūra.;0.0;0.0;0.5;0.83969623;0.88233399;0.86048728;0.5875718;0.8758744
0094.jpg;Grūdai;Spalvoti ryžių grūdelių pilnas krūvas.;0.0;0.0;0.2;0.79151905;0.79304624;0.79228187;0.23210905;0.43636337
0095.jpg;Obuolys rankoje;Sviežias obuoliukas iš medagės.;0.0;0.0;0.0;0.79359829;0.83520073;0.81386828;0.40512842;0.53892279
0096.jpg;Daug obuolių dėžėje;Sviežių obuolių gausa rastyje turguje.;0.0;0.15625;0.2;0.87411344;0.87447107;0.87429219;0.31542554;0.72372365
0097.jpg;Didelių gabaritų atliekos;Atliekama žaliava: nesuprantama, nesaugu, nevaldoma.;0.0;0.0;0.0;0.8536706;0.84587026;0.84975255;0.08275297;0.601143
0098.jpg;Didelių gabaritų atliekos prie tvoros;Atliekama atliekos: sofa, puta, antielksnis.;0.0;0.0;0.2;0.84711915;0.84689617;0.84700763;0.3019191;0.46933588
0099.jpg;Dubajaus šokoladas su pistacijomis;Pistacijų ir šokolado skanėstas.;0.0;0.0;0.0;0.84282666;0.84008253;0.8414523;0.49859655;0.88668132
0100.jpg;Augančios raudonos saldžiosios paprikos;Svieži, raudoni moliūgai augalo ganykloje.;0.0;0.0;0.0;0.87811202;0.86630869;0.87217039;0.45743704;0.72095281
0101.jpg;Įdarytos paprikos su smulkinta mėsa ir ryžiais;Pilnametės pomidorų uždūmtos mėsos ir ryžių košė.;0.0;0.07142857;0.28571429;0.87003112;0.88205159;0.87600011;0.32639194;0.79006314
0102.jpg;Du baliniai vėžliai;Turtukai vandenyje, rami aplinka.;0.0;0.0;0.0;0.88700384;0.94488156;0.91502839;0.1841594;0.53263021
0103.jpg;Moteris konservuoja daržoves;Džiovinimas: vanduo į konservų indą.;0.0;0.0;0.0;0.82349932;0.82840729;0.82594603;0.47831669;0.36921561
0104.jpg;Rusijos karys leidžia droną karinėse pratybose;Rusijos kareivis valdo droną lauke.;0.0;0.16949153;0.30769231;0.92188823;0.91224092;0.91703922;0.53157759;0.90836042
0105.jpg;Dronai nešantys dvi vėliavas;Dronai pakelia Rusijos ir Baltarusijos vėliavas.;0.0;0.11904762;0.46153846;0.91542101;0.92116606;0.91828454;0.39557379;0.75493342
0106.jpg;Dronas skraidantis danguje;Aštuonių rotorių dronas skrauja dangaus.;0.0;0.15625;0.22222222;0.81971461;0.82497996;0.82233888;0.47876132;0.89689922
0107.jpg;Rusijos tankai parade;Maskvos miesto karių parado demonstracija.;0.0;0.0;0.0;0.8950209;0.89778996;0.89640325;0.25886703;0.81656426
0108.jpg;Pastatyti užtvarai ant tilto prie šalių sienos;Rusijos ir Ukrainos pasienio kontrolės punktas.;0.0;0.0;0.0;0.8870241;0.85244703;0.86939186;0.0287592;0.56229633
0109.jpg;Gyvenamasis namas po Rusijos smūgių Kijeve;Aukšto pastato gaisras, sukėlęs rūką ir susirūpinimą.;0.0;0.0;0.0;0.87738389;0.87263346;0.87500221;0.07847457;0.49575466
0110.jpg;Pusiau perpjauti avokadai;Skoniai ir sveikybė: skaidulų ir riebalų avokadai.;0.0;0.0;0.2;0.80339122;0.8224628;0.81281513;0.33351976;0.80711013
0111.jpg;Sumuštinis su mėsa ir daržovėmis;Skanus, pilnus ir gardus užkandis.;0.0;0.1;0.13333333;0.87108016;0.87377012;0.87242311;0.08947843;0.76794046
0112.jpg;Kapų žvakės lentynoje;Šviesos stiklo žvėkeliai parduotuvėje.;0.0;0.0;0.0;0.83393943;0.82869619;0.83130956;0.2086775;0.66513199
0113.jpg;Viena deganti elektros lemputė tarp kitų lempučių;Šviersminga idėja, išsiskirianti iš minios.;0.0;0.0;0.13333333;0.8294363;0.83099568;0.83021528;0.01609134;0.33090022
0114.jpg;Pelė prie vamzdžio;Tamsus šuo, paslaptingas ir neramiškas.;0.0;0.0;0.0;0.86448061;0.90335917;0.88349235;0.04130408;0.46934631
0115.jpg;Lėktuvo keleivė lėktuve;Oro linijų sritis, pilna keleivių.;0.0;0.0;0.0;0.89357191;0.89567947;0.89462447;0.24474986;0.74580294
0116.jpg;Lobių skrynios;Pirčių lobis rasta žemėje.;0.0;0.0;0.25;0.87685037;0.89821398;0.88740361;0.22391436;0.69488847
0117.jpg;Popieriniai dokumentai ir kompiuteris;Finansinės analizės ir strateginio plano kūrimo.;0.0;0.11904762;0.15384615;0.86601806;0.86168218;0.86384469;0.06311801;0.25706479
0118.jpg;Nelaimingas jaunas vyras;Susimąstęs, abejojantis vyras.;0.0;0.0;0.25;0.84484315;0.89080107;0.86721367;0.24758998;0.59604812
0119.jpg;Krūties vėžys, mamografija;Mastybos tyrimų ekranas, gydytojas peržiūri vaizdus.;0.0;0.0;0.0;0.88532239;0.90806407;0.89654905;0.08952222;0.38726062
0120.jpg;Pokalbis su vaiku;Tėvas ir sūnus kalbisi, dalinasi jausmais.;0.0;0.0;0.0;0.87027276;0.84532475;0.85761738;0.21763825;0.71689862
0121.jpg;Neteisėtai pagautos žuvys, unguriai;Didelis žuvų pavojaus, išdėliootas ant smėlio.;0.0;0.0;0.0;0.86757898;0.85925281;0.86339581;0.18856366;0.66030407
0122.jpg;Kontrabandininkų balionas prie baidarininko;Kajotinis su oro balone, gamtoje.;0.0;0.0;0.0;0.81225079;0.81006074;0.81115425;0.10882792;0.8389948
0123.jpg;Fizinio barjero pasienyje su Baltarusija statyba;NATO sienų gynybos barjeras.;0.0;0.0;0.0;0.89714956;0.84706694;0.87138927;0.2286955;0.66681492
0124.jpg;Vagis laužiasi į automobilį;Automobilio vagis bandė atidaryti automobilį.;0.0;0.12195122;0.44444444;0.90548873;0.88522315;0.89524126;0.7215271;0.85680693
0125.jpg;Ūkininko laukas prie miško;Šiltas spalvingas riteris ramybėje.;0.0;0.0;0.0;0.8942951;0.91497409;0.90451646;0.07437931;0.40878621
0126.jpg;Pistoletas rankose;Lietuvos policijos pistoleto demonstracija.;0.0;0.0;0.0;0.80638528;0.80961198;0.80799532;0.31412697;0.55335373
0127.jpg;Sprogmuo žolėje;Armoringas slepiasi žole.;0.0;0.0;0.0;0.87294167;0.87230784;0.87262464;0.19662687;0.56494445
0128.jpg;Marihuanos suktinės;Marihuanos pradiniai.;0.0;0.25;0.4;0.90396011;0.89366025;0.8987807;0.64076149;0.92220855
0129.jpg;Kapų žvakė rankose;Myliojimas, šviesa, užuojauta.;0.0;0.0;0.0;0.81864846;0.8363924;0.8274253;0.01253615;0.5807026
0130.jpg;Auganti kanapė;Kanabos šaknis, užaugusi lauke.;0.0;0.0;0.0;0.80126226;0.82530278;0.81310487;0.29424319;0.81147557
0131.jpg;Krosnis su malkomis ir popieriumi;Kūrimo zona su žiemine ugniese ir mediena.;0.0;0.19230769;0.30769231;0.86289358;0.90680438;0.88430429;0.10138232;0.47779447
0132.jpg;Ginklas rankose;Glock 17 pistoleto rankena.;0.0;0.0;0.0;0.80726969;0.82551318;0.81628948;0.4137581;0.78149295
0133.jpg;Ekskavatorius kelia betoną;Ekskavatorius naikina pastato fragmentą.;0.0;0.16129032;0.28571429;0.90577161;0.93164027;0.91852385;0.51975429;0.52899855
0134.jpg;Daug alaus butelių automobilyje;Automobilio bagažinė pilna alaus butelių.;0.0;0.12195122;0.4;0.86095089;0.87640792;0.86861068;0.64861691;0.8974911
0135.jpg;Pistoletas;Airsoft ginklas su lankstymo šautažangės įkrovėja.;0.0;0.0;0.0;0.77713692;0.81598127;0.79608554;0.17209506;0.64639783
0136.jpg;Vaikai laikantys telefoną rankose;Mokiniai naudojasi mobiliaisiais telefonais klasėje.;0.0;0.0;0.0;0.88208318;0.87810522;0.8800897;0.38114142;0.67424172
0137.jpg;Dėstytojo paskaita studentams;Auditorija klausosi pranešėjo universitetinėje salėje.;0.0;0.0;0.0;0.88330716;0.83914083;0.86065775;0.1817199;0.65052277
0138.jpg;Vaikinas ir mergina mokosi iš knygų;Studentai bendrinėdami studijas universitetinėje klasėje.;0.0;0.0;0.0;0.88588858;0.84681332;0.86591035;-0.07164996;0.53889489
0139.jpg;Kazachstane nukrito Azerbaidžano avialinijų lėktuvas;Avialinijos lėktuvo katastrofa žemupyje.;0.0;0.0;0.16666667;0.86676216;0.88350648;0.87505418;0.45346361;0.51413494
0140.jpg;Humanitarinės pagalbos sunkvežimiai;Transporto prikėlis su prekybos konteineriais Sirijoje.;0.0;0.0;0.0;0.82526898;0.84616446;0.83558613;0.17108926;0.57757592
0141.jpg;Latvijoje rastas dronas;Aviono dalis, atsidūrusioje paplūdyje.;0.0;0.0;0.0;0.87924314;0.86625767;0.87270206;0.03647751;0.4200905
0142.jpg;Europos Parlamento posėdžių salė;Europos Parlamento posėdis Briuselyje.;0.0;0.46875;0.54545455;0.88240564;0.89139986;0.88687998;0.70631367;0.82723689
0143.jpg;Laivai jūroje;Jūrų transportas: yachtos ir karinė laivybė.;0.0;0.0;0.2;0.84196466;0.87052923;0.85600871;0.35274121;0.83418012
0144.jpg;Pūga ant Everesto, lipantys žmonės;Šakalų stotis po stipraus sniego kritimo.;0.0;0.0;0.0;0.87163955;0.86416197;0.86788464;0.01412933;0.51050419
0145.jpg;Elektroninės cigaretės lentynoje;Elektroniniųsigarečių pasirinkimas parduotuvėje.;0.0;0.0;0.0;0.86217362;0.88677132;0.87429947;0.50123495;0.62364465
0146.jpg;Izraelio lėktuvas danguje;F-22 Raptor oro lėktuvas skrauja dangaus.;0.0;0.15151515;0.33333333;0.8803404;0.92955369;0.90427798;0.32625395;0.68080872
0147.jpg;Baltasis delfinas;Baltasis tunas, tamsumoje.;0.0;0.23809524;0.4;0.81673706;0.86368304;0.83955425;0.4716453;0.64189893
0148.jpg;Raketa Flamingo;Avialucius: Didžiojo oro karinio transporto prototipas.;0.0;0.0;0.0;0.79623783;0.80908221;0.80260867;0.12385522;0.50618815
0149.jpg;Gelbėjimo valtis jūroje;Bangų laivai ieško dingusio laivo.;0.0;0.0;0.0;0.85680342;0.87546593;0.86603421;0.12633266;0.76589042
0150.jpg;Prie radiatorių šildomos kojos;Šildomi kojos šalia radiatoriaus.;0.0;0.125;0.25;0.94347841;0.94762594;0.94554764;0.66908693;0.92346889
0151.jpg;Ranka sukanti termostatą;Reguliavimas šildymo sistemos temperatūrą.;0.0;0.0;0.0;0.86837262;0.85398233;0.86111742;0.17896026;0.75027347
0152.jpg;Lietuvos pašto logistikos centras;Didelis e-pardavimo centras, apdorojantis siuntas.;0.0;0.0;0.18181818;0.86637473;0.86171663;0.86403942;0.16199522;0.51443046
0153.jpg;Elektros perdavimo linija;Elektra pylia, miškas, dangus.;0.0;0.0;0.0;0.87064898;0.90744287;0.8886652;0.26917428;0.52234018
0154.jpg;Saulės jėgainės Nevadoje;Didelis saulės energijos kompleksas.;0.0;0.16129032;0.36363636;0.88905591;0.8936227;0.89133346;0.3758612;0.82527405
0155.jpg;Metano srovės, besiveržiančios iš jūros dugno;Giliai vandenyje: tamsumas, gyventojai ir židinys.;0.0;0.0;0.0;0.88754666;0.84348226;0.86495364;0.12969962;0.59481198
0156.jpg;Grynieji pinigai;Euro pinigai: 50 eurų paketas.;0.0;0.0;0.28571429;0.84122318;0.9011488;0.87015545;0.15707754;0.45211044
